colour	x	y	showSelectedlegendcolour	clickSelects	fill
#00BFC4	0.498065219709249	-0.867139571762226	train	150.127921692927	#00BFC4
#00BFC4	-0.982667251668544	-0.185378187762718	train	259.316817639177	#00BFC4
#F8766D	0.000718638109997061	0.9999997417796	test	0.0411749342441592	#F8766D
#00BFC4	0.946425589001265	-0.322921978941677	train	108.839726147462	#00BFC4
#00BFC4	0.796868738278542	0.604152475749594	train	52.8321206941607	#00BFC4
#F8766D	0.548174910991955	0.836363716907281	test	33.2418941167672	#F8766D
#00BFC4	0.920870495997605	0.389868605559776	train	67.0536760959615	#00BFC4
#00BFC4	0.825095140135845	-0.564993813881365	train	124.401861735497	#00BFC4
#00BFC4	0.604094477457969	-0.796912706828536	train	142.836290723041	#00BFC4
#00BFC4	-0.241481975040392	-0.970405304875541	train	193.974024241209	#00BFC4
#00BFC4	0.486182486878376	-0.873857304971903	train	150.910025185186	#00BFC4
#00BFC4	-0.918301483833179	-0.395881781330969	train	246.679020142833	#00BFC4
#00BFC4	0.959327819994512	0.282294409765014	train	73.6028099033463	#00BFC4
#F8766D	-0.693121619290153	0.720820657911936	test	316.12227710074	#F8766D
#F8766D	0.171233301566517	0.98523050928939	test	9.85953355125342	#F8766D
#00BFC4	-0.87771802616382	-0.479177489608066	train	241.368303664225	#00BFC4
#00BFC4	0.496523639853363	-0.868023199613218	train	150.229728852166	#00BFC4
#00BFC4	-0.360458198782898	-0.932775367883495	train	201.128338240471	#00BFC4
#00BFC4	0.772060673687914	0.635548830653133	train	50.5392978942842	#00BFC4
#00BFC4	0.947302770050785	0.320339603942611	train	71.3165360705564	#00BFC4
#00BFC4	-0.949600451347851	0.313462889031472	train	288.268044723193	#00BFC4
#F8766D	-0.198099291595581	0.980181957939101	test	348.574167258983	#F8766D
#00BFC4	0.921641809514999	-0.388041718058663	train	112.832704137327	#00BFC4
#00BFC4	-0.935049488544223	-0.354517212520332	train	249.236141640953	#00BFC4
#F8766D	-0.70090808384377	0.713251609183221	test	315.500094826574	#F8766D
#F8766D	-0.614857973806769	0.788637858618413	test	322.058398861385	#F8766D
#F8766D	0.509280500110181	0.860600588082255	test	30.6159160931201	#F8766D
#F8766D	0.242933146800896	0.97004303316163	test	14.0597219638377	#F8766D
#00BFC4	0.875792871611686	0.482687109869485	train	61.1389510432448	#00BFC4
#F8766D	-0.693008080828927	0.720929816213623	test	316.131301234589	#F8766D
#F8766D	0.579350314404203	0.815078654609327	test	35.404860179898	#F8766D
#00BFC4	0.475643476646894	-0.879638154654092	train	151.598745001819	#00BFC4
#F8766D	-0.261511517245203	0.965200355547029	test	344.840230854181	#F8766D
#00BFC4	-0.206878769612138	-0.978366585020036	train	191.939502590286	#00BFC4
#00BFC4	-0.93405347272758	-0.35713318256016	train	249.07576102217	#00BFC4
#00BFC4	0.916463129622115	-0.400119147308946	train	113.585627162183	#00BFC4
#00BFC4	-0.921459105180594	-0.388475375641468	train	247.14033396537	#00BFC4
#00BFC4	-0.86193689676656	0.507015567800864	train	300.465241883054	#00BFC4
#F8766D	0.11465592689973	0.993405263941541	test	6.58377984390905	#F8766D
#00BFC4	-0.999999588895408	0.000906757417568647	train	270.051953380188	#00BFC4
#F8766D	-0.0699307196267207	0.997551850508277	test	355.989992006338	#F8766D
#00BFC4	-0.999933581774602	-0.0115252782792597	train	269.339635576742	#00BFC4
#00BFC4	0.981760694429856	-0.190120853334418	train	100.959837143186	#00BFC4
#00BFC4	-0.969699323359051	0.244301498720328	train	284.140558242536	#00BFC4
#F8766D	0.604061834379161	0.796937450648722	test	37.1613623679511	#F8766D
#00BFC4	0.321577141750173	-0.946883383476439	train	161.241669423326	#00BFC4
#F8766D	-0.543256787237794	0.839566592427349	test	327.094381113514	#F8766D
#00BFC4	0.962686582197901	-0.270618817631227	train	105.701093414525	#00BFC4
#00BFC4	0.971964604226968	-0.235127216905897	train	103.599121891086	#00BFC4
#F8766D	0.729091508249454	0.684416227597313	test	46.81028596258	#F8766D
#F8766D	0.121386095475674	0.992605367618557	test	6.97210483330695	#F8766D
#00BFC4	-0.901687621006734	-0.432388059644593	train	244.380791858361	#00BFC4
#00BFC4	0.971076473613152	0.238768679677726	train	76.1861217600213	#00BFC4
#00BFC4	0.995232852956795	-0.0975272700093581	train	95.5967973740014	#00BFC4
#00BFC4	0.0529226662307482	-0.998598613757814	train	176.966337340922	#00BFC4
#F8766D	0.329039974917925	0.944315993143191	test	19.2105162421489	#F8766D
#00BFC4	-0.449043586204366	-0.893509853157044	train	206.682337977125	#00BFC4
#00BFC4	0.796765035289484	0.604289234175281	train	52.8222869660917	#00BFC4
#00BFC4	-0.532137531192738	-0.846657928502473	train	212.149993285182	#00BFC4
#00BFC4	-0.950586249465626	-0.310460597060036	train	251.913009607535	#00BFC4
#F8766D	0.599587977141654	0.800308851423736	test	36.8403943780173	#F8766D
#00BFC4	0.514137839647159	-0.857707573618744	train	149.060155615045	#00BFC4
#00BFC4	-0.939597413318533	-0.342281610498024	train	249.984056781988	#00BFC4
#00BFC4	0.513473303629371	-0.858105568365536	train	149.104537029685	#00BFC4
#F8766D	0.308738867450702	0.951146840254047	test	17.9832452205914	#F8766D
#00BFC4	-0.223636393135631	-0.974672644360806	train	192.922706129584	#00BFC4
#00BFC4	-0.85686217041933	-0.515545556575047	train	238.966072279124	#00BFC4
#00BFC4	-0.0934146531571838	-0.995627290995744	train	185.360080340991	#00BFC4
#F8766D	-0.34113251204192	0.940015217551274	test	340.054112156693	#F8766D
#00BFC4	-0.517426956993327	-0.855727377250854	train	211.159814580717	#00BFC4
#F8766D	-0.570359670733367	0.821395060857396	test	325.224689503638	#F8766D
#F8766D	0.760302733673524	0.649568897938138	test	49.4908934926455	#F8766D
#00BFC4	0.767607020411915	0.640920792465296	train	50.1394850102731	#00BFC4
#00BFC4	-0.935685254707115	0.352835803347223	train	290.660863935429	#00BFC4
#00BFC4	0.599531325623084	-0.800351291369376	train	143.163661314792	#00BFC4
#00BFC4	0.861872759138833	0.507124587310076	train	59.5275109620958	#00BFC4
#F8766D	-0.439890754557897	0.898051292552093	test	333.903088942572	#F8766D
#00BFC4	0.817188061143469	-0.576371124124533	train	125.195709508382	#00BFC4
#00BFC4	-0.999986981792966	0.00510257235077685	train	270.292357129016	#00BFC4
#00BFC4	-0.988649843040638	-0.150238103874223	train	261.359274726163	#00BFC4
#F8766D	-0.669257798675645	0.74303028128861	test	317.990192834092	#F8766D
#00BFC4	-0.701183013192644	-0.712981333563568	train	224.521994540019	#00BFC4
#00BFC4	-0.999982468043331	0.00592145302842144	train	270.339276249841	#00BFC4
#00BFC4	0.813066184122334	-0.582171263664522	train	125.603403112023	#00BFC4
#00BFC4	0.992171384139156	-0.124883723901037	train	97.1740410354094	#00BFC4
#F8766D	-0.608497775679738	0.793555579019397	test	322.519038550584	#F8766D
#00BFC4	0.436600369124769	-0.899655555020984	train	154.112828353666	#00BFC4
#F8766D	-0.219123940493406	0.975697032230109	test	347.342416973419	#F8766D
#00BFC4	-0.855716122818535	-0.517445569261554	train	238.838939214641	#00BFC4
#00BFC4	-0.69227491879425	-0.721633866173432	train	223.810459275284	#00BFC4
#F8766D	0.660113771942226	0.751165632928056	test	41.3085502632151	#F8766D
#F8766D	-0.312067416502961	0.950059959979983	test	341.816133134546	#F8766D
#00BFC4	0.309542008084669	-0.950885768760323	train	161.968368052779	#00BFC4
#00BFC4	-0.472862385624064	-0.881136291536059	train	208.220261179367	#00BFC4
#00BFC4	0.54567424180138	-0.837997387725337	train	146.929248994061	#00BFC4
#00BFC4	0.996679745105807	0.0814216537281323	train	85.32971288749	#00BFC4
#F8766D	-0.570475243758963	0.821314797296476	test	325.216627402411	#F8766D
#00BFC4	-0.446582250328851	-0.894742585155764	train	206.524615202023	#00BFC4
#F8766D	0.0180338189969193	0.999837377463148	test	1.03331773121723	#F8766D
#00BFC4	-0.671360668504613	-0.741130793305095	train	222.172168903461	#00BFC4
#F8766D	0	1	test	0	#F8766D
#F8766D	-2.44929359829471e-16	1	test	360	#F8766D
